Sphinx 2.2.10-id64-release (2c212e0)
Copyright (c) 2001-2015, Andrew Aksyonoff
Copyright (c) 2008-2015, Sphinx Technologies Inc (http://sphinxsearch.com)

using config file '/data/server/gaojian/sphinx/sphinx.conf'...
dumping dictionary for index 'talent_index'...
keyword,docs,hits,offset
斿,1,1,65684503
旁,1255,1543,363979987
旂,10,10,159599418
旃,8,11,34973099
旄,1,1,196041719
旅,41929,80861,353815402
旆,1,1,149678078
旉,1,1,367343184
旋,1988,3046,33131891
旌,54,60,196711043
旎,12,12,146932288
族,7720,11684,27570870
旒,3,3,165788131
旔,1,1,225418989
旕,1,1,341061444
旖,19,21,170561414
旗,14130,22211,3197072
旝,1,1,327127959
无,64911,113289,269410791
既,6477,7874,119372791
日,122210,355498,297515178
旦,4055,5653,119128457
旧,5274,7375,51852111
旨,3753,4535,259952094
早,6869,9128,286698714
旫,1,1,63610571
旬,996,1301,259810336
旭,14974,16144,287355772
旮,6,10,133911826
旯,9,13,60856115
旱,176,281,306586819
旲,2,2,103884566
时,195388,684111,109444594
旷,186,217,81036273
旸,9,11,244949602
旺,3461,6086,101423386
旻,33,43,68456773
昀,81,95,8677707
昂,1256,1634,332114026
昃,3,3,231146434
昆,7145,14215,346670437
昇,30,36,221748380
昈,1,1,15195398
昉,6,6,183444512
昊,1177,1451,330983535
昌,16715,25142,27117322
明,70388,142617,326144558
昏,24,26,219832479
易,76939,165644,186492379
昔,91,125,43087612
昕,433,576,154828402
昘,1,1,32664884
昙,12,15,142114005
昝,12,13,146364365
昞,1,1,373760256
星,27771,53326,198649151
映,5462,7053,84636172
昡,1,1,105449739
春,19655,35387,108510311
昧,62,66,233968485
昨,223,251,72543592
昪,1,1,320919134
昫,1,1,246529491
昬,1,1,74250984
昭,473,613,93945539
是,151325,474640,252733627
昱,373,509,125443576
昲,2,2,304144597
昴,5,5,57226843
昵,88,107,114607057
昶,94,101,295335291
昸,1,1,65464401
昺,1,1,280465763
昼,55,59,59054391
显,75433,100146,291786754
晁,28,28,148641766
時,126,333,351778886
晃,106,140,194461190
晆,1,1,363979828
晉,1,1,147326928
晋,8010,11634,196961460
晌,34,116,33143199
晏,157,174,206410167
晒,447,617,341458673
晓,6456,7920,225421490
晔,229,263,8675873
晕,67,91,166490943
晖,836,1179,340773902
晗,154,164,227010563
晚,7900,12054,327086518
晞,6,7,329607861
晟,1123,1459,212037385
晡,1,1,119122350
晢,4,6,297347917
晤,239,314,50534543
晦,18,18,301708542
晨,4098,5509,60856328
晩,1,9,135225137
普,40337,58838,286972737
景,37526,81468,261278674
晰,9746,11132,81451776
晱,3,7,110777208
晲,2,2,314225833
晴,615,908,86772366
晶,4473,7525,306676806
晷,6,6,241183759
晹,1,1,89370454
智,60266,95140,315769567
晻,1,1,253638760
晼,1,1,68086915
晽,1,1,100354045
晾,25,25,321687133
晿,1,1,244947694
暁,7,11,92529400
暂,7561,8387,317227327
暄,36,39,71735306
暅,1,5,94385603
暆,1,1,320918822
暇,800,843,246500098
暉,1,1,109423834
暊,1,1,311362662
暌,2,2,85565432
暍,1,1,105478679
暎,1,1,309425511
暑,6907,10493,137642157
暒,2,2,292153206
暓,4,4,257036213
暕,1,1,128528750
暖,4369,15357,282126584
暗,996,1485,263434805
暘,2,3,57197359
暛,1,1,278465272
暝,2,2,125361249
暞,1,5,302839841
暟,5,6,266834542
暠,3,3,27112665
暢,9,10,325914091
暣,1,1,219832392
暦,6,9,329866642
暧,34,39,210050963
暨,1989,2897,2278645
暫,1,1,222066924
暮,49,64,334921131
暯,1,1,232010909
暱,2,2,146918382
暲,1,1,374941469
暳,1,1,199143280
暴,2163,3220,32693886
暹,19,19,153530865
暼,1,1,39349825
暽,3,3,156069990
暾,7,17,361777600
曁,2,2,128633852
曃,1,1,260316394
曄,2,2,60856285
曅,1,1,133914421
曈,2,2,51308714
曉,4,4,119965153
曕,1,1,90060239
曖,3,3,317185574
曙,482,688,103884598
曚,1,1,306586735
曛,3,3,241151170
曜,51,59,81035959
曝,1909,2897,109425547
曞,1,1,313837578
曟,17,26,232359091
曠,5,5,33142899
曡,17,33,140067488
曦,476,591,378583180
曪,1,1,364293852
曫,1,1,185399701
曬,1,1,46626530
曭,1,1,149686942
曰,63,77,20987184
曲,4986,8470,329799627
曳,42,65,212076569
更,174009,342162,21467575
曶,1,1,327127966
曷,2,2,218229333
書,270,761,7691666
曹,1971,2341,164973598
曼,2703,4276,3651294
曽,7,7,170561730
曾,59502,132152,340797294
替,4468,5827,225099487
最,75703,160834,141772892
會,60,151,372677988
朅,3,3,27982493
月,225459,2328486,156085658
有,221657,1546148,39625678
朊,1,1,186849747
朋,9772,12587,362580624
服,156643,633225,42418365
朎,1,1,194439952
朐,17,30,183444549
朔,475,641,175276179
朕,22,55,27190192
朖,2,2,219833730
朗,45773,51623,325919812
朘,1,1,163806331
望,224987,1192187,332120696
朝,18366,21855,1473925
期,227851,1746696,345758012
朢,1,1,263167513
朤,2,2,136613276
朥,1,1,59054733
朦,28,36,255198302
朧,1,1,291786711
木,17449,30267,125445573
未,130395,157664,268256734
末,6485,8937,304191511
本,199594,803504,113784407
札,40,61,57226876
朮,2,6,278486064
术,153644,641411,294675485
朱,3448,4126,72544886
朴,1073,1198,93949259
朵,384,596,74248878
朶,1,1,252733607
机,223961,1301289,235755012
朽,47,47,81721488
杀,2118,3200,176510750
杂,16203,26832,217321752
权,32475,75384,326939070
杆,3444,5251,212020645
杈,10,14,170664787
杉,874,1313,3670360
杍,1,1,8675713
李,18153,23075,226934641
杏,477,614,340778377
材,76571,210440,147327056
村,8730,15419,27689183
杓,10,11,378936007
杔,1,1,140068343
杖,21,26,206410988
杘,1,1,148641918
杙,1,1,46365611
杜,3000,4014,159582771
杞,101,169,185275883
束,7165,10107,363945222
杠,534,940,89370555
条,27506,43155,80040847
杣,1,1,316037219
来,77786,157887,68086928
杧,1,1,321687126
杨,9810,12090,110777228
杩,98,756,81451313
杪,1,1,233016710
杭,18746,45197,86775647
杯,7340,12578,306641166
杰,7247,9152,135013746
東,152,276,60875670
杲,17,17,259913900
杳,1,1,287927362
杵,8,8,64776005
杷,24,28,287161875
杸,1,1,119122330
杹,2,2,51849664
杺,1,1,276147538
杼,3,5,119206895
杽,1,1,50534313
松,10026,13645,269061207
板,31136,67124,301708924
枀,39,286,113337840
极,74043,111457,56851002
枃,11,11,294366810
构,198870,553018,124552061
枅,1,1,46950053
枆,5,8,266842469
枇,20,24,302839452
枉,34,35,59056568
枊,45,364,255423485
枋,5,5,292156200
枌,20,59,128528656
枍,14,30,65683462
枎,1,1,263440280
枏,7,7,282126519
析,110556,428827,108917931
枑,46,484,82689564
枒,47,1008,235696483
枓,35,104,311361861
枔,44,177,105497452
枕,201,338,84668582
枖,2,2,236732225
林,31827,64254,309433663
枚,359,461,251820443
果,57063,120432,94385612
枝,82632,83202,71404364
枞,19,23,246499970
枟,1,1,320918829
枠,4,5,153530837
枢,834,1278,192928453
枣,673,968,354031060
枤,21,32,156070022
枥,7,9,39349757
枦,40,163,186489930
枨,7,7,146918335
枩,41,522,28221228
枪,784,1309,199143317
枫,921,1226,374936566
枭,36,43,32693681
枮,4,4,199823141
枯,340,374,372681685
枰,9,9,171350921
枱,1,1,2278624
枲,4,4,222066838
枳,4,10,346710472
架,54865,184679,232011565
枷,28,37,334920911
枸,59,93,175241612
枹,1,1,27112359
枾,1,1,210051169
枿,1,1,329866595
柂,4,4,241151133
柄,218,392,109424361
柇,1,1,313837571
柊,116,1800,244949696
柋,1,1,322156780
柍,1,1,80826986
柏,2085,2930,317175216
某,15567,35563,119404476
柑,30,58,51309895
柒,190,285,269402612
染,3643,6446,302052396
柔,1156,1650,119122369
柗,1,1,298049210
柘,46,64,128633588
柚,86,188,260316408
柜,7479,15739,133915330
柞,14,17,259810195
柟,5,5,287355743
柠,127,165,164972837
查,86352,231876,3264918
柦,1,1,225099407
柬,195,318,176547478
柯,1777,2722,327130867
柰,4,6,159599390
柱,2298,3408,34961096
柳,1871,3049,364293866
柴,1183,2293,149678112
柸,2,2,140067571
査,101,341,367342678
柼,1,1,146920445
柽,5,5,27570840
柿,86,601,378582744
栀,11,28,27661090
栁,16,27,147270057
栄,15,21,33585243
栅,389,701,140428328
标,174356,620686,206413572
栈,1106,1861,46427529
栉,7,7,148821276
栊,2,2,351810416
栋,5784,16485,194540261
栌,2,2,34890964
栍,2,2,159550944
栎,17,23,363288819
栏,7265,13559,184305516
树,8726,13179,176455947
栓,351,634,217319495
栔,1,1,19929030
栖,515,603,329608178
栗,105,155,212057295
栘,2,2,4133652
栙,1,1,171177677
栚,1,1,342415179
栞,1,1,340773866
栠,1,1,61032346
校,98184,351213,135718560
栢,7,9,288324581
栦,2,2,286971819
栧,2,2,261277905
栨,1,1,51312332
栩,34,41,119117903
株,2429,3844,297180724
栫,6,7,275375964
栬,11,11,50629312
栭,1,1,119223982
栲,1,1,316037258
栵,2,2,99602583
栶,1,1,320988745
样,27013,50557,242868867
核,89285,303525,81042255
根,74515,172562,110336349
格,109548,216703,87402532
栽,455,897,105266697
栾,151,169,306844096
桀,12,12,14721492
桁,154,300,182680144
桂,3996,8743,330904137
桃,1324,1955,210695547
桄,3,3,27190390
桅,25,34,175278889
框,29809,82294,326475669
案,98506,336359,8937298
桉,23,41,163808834
桌,4651,8043,1451628
桎,9,9,345530237
桐,699,1043,32637980
桑,961,1412,141767649
桓,114,152,199703501
桔,181,268,28004224
桕,1,1,146831304
桖,1,1,374292584
桙,1,1,156988034
桛,1,1,186850899
桜,1,1,42046369
桟,1,1,193633831
桠,2,2,72560107
桡,4,10,94665426
桢,95,109,320923542
档,53435,124890,247179160
桥,13356,27698,92863859
桦,241,300,317499882
桧,6,6,252312404
桨,80,227,84635711
桩,2095,5620,105439053
桰,1,1,65519782
桵,1,13,136607046
桶,433,690,291318354
桷,8,8,255095586
桺,1,1,302869549
桻,1,1,267252998
桿,2,2,278952878
梁,6957,13360,119272449
梄,1,1,51885292
梅,3874,5610,119182893
梆,4,6,298049248
梊,2,2,286970480
梌,1,1,60852881
梏,9,9,259809230
梓,322,368,241147481
梔,2,2,81040865
梗,39,51,232995235
梚,1,1,322156823
梛,3,3,244950180
條,13,39,89727774
梠,1,1,35004542
梢,59,215,364302941
梦,6331,8841,352519010
梧,486,796,194580834
梨,221,316,32726275
梫,1,1,205599834
梭,356,505,147040475
梯,5328,9974,196821172
械,33103,66312,8372922
梱,2,2,166300088
梳,10707,18189,226821811
梵,217,317,170491619
梸,2,2,20954140
梺,1,1,329709342
梼,1,1,22185919
梾,1,3,327139802
检,54800,142750,82446804
棂,4,5,311329133
棃,1,1,235691024
棄,5,8,85658630
棆,45,319,310599402
棈,2,3,73054132
棉,557,945,92530591
棊,1,1,317422063
棋,3413,5295,252260243
棌,5,11,71169791
棍,214,281,93962311
棎,1,2,320203821
棒,903,1312,293999839
棓,10,10,276602387
棕,341,514,125361264
棖,2,2,302853828
棘,487,585,59940818
棚,842,1356,293030175
棛,1,1,257084773
棜,4,15,65683224
棝,1,1,128528324
棞,1,1,281012887
棟,1,2,263234016
棠,306,446,2290846
棡,4,4,171790102
棢,1,1,348146629
棣,61,76,222809047
棤,13,34,11304879
棥,1,1,163852256
棩,1,1,175124411
棪,2,2,324952529
森,6140,9500,329898319
棯,1,1,210663487
棰,34,43,41930371
棱,140,182,153531641
棲,2,2,354072783
棴,1,1,38436385
棵,229,305,156068253
棶,17,23,361455640
棺,3,3,374296241
棼,1,1,32705257
棿,1,1,200658810
椀,2,2,171177683
椁,4,4,4133625
椂,10,14,225635497
椅,943,2251,8670634
椆,4,4,226933606
椇,1,7,340625841
椈,1,1,176497349
椊,1,1,217193526
椋,10,10,326654272
植,7289,15562,19929037
椎,57,240,212057862
椏,1,1,329608165
椐,40,63,148821036
椑,1,1,46433278
椒,164,227,194565983
椓,1,2,351810406
椚,38,135,196961022
椛,1,1,378933237
検,105,391,140430575
椞,38,134,206413395
椟,4,4,367531153
椠,1,1,110336342
椡,5,19,81433282
椣,1,1,314225405
椤,9,11,105269157
椥,1,1,87402466
椦,39,134,241903399
椧,1,1,306844895
椫,1,1,316037227
椭,90,121,67106581
椰,147,210,119118211
椴,1,1,119218358
椵,1,1,50791059
椷,5,5,301851585
椹,48,103,61031705
椽,12,14,63970550
椾,21,31,261277924
椿,71,122,286971435
楀,4,4,156989811
楂,21,34,186850760
楃,3,3,363026246
楄,6,7,154827302
楉,1,1,32637963
楊,16,20,199703392
楏,1,1,374217314
楒,1,1,232007000
楔,99,210,171313404
楕,1,1,1451620
楗,9,11,345530295
楚,3647,4430,210702209
楝,4,4,27190325
楞,87,111,219838630
楠,1302,1504,125365649
楣,13,21,302869446
楦,18,101,278946004
楧,1,1,296286869
業,365,2769,59052573
極,31,47,82426723
楶,1,1,234808059
楷,174,185,311327130
楸,10,14,94665461
楹,64,94,72559573
楺,1,1,247179134
楼,23006,69783,92761740
楽,11,13,73617059
榀,17,28,101441162
榁,1,1,68458908
概,18463,29136,244950204
榄,82393,82616,89727859
榆,659,912,253682351
榈,270,431,103817505
榉,4,4,86667116
榋,2,2,306314570
榏,2,2,313844010
榐,2,2,128754129
榔,36,52,133908809
榕,319,463,60852917
榖,1,1,259809736
榙,1,1,50792054
榚,1,1,269370799
榛,7,7,302042065
榜,3051,4881,119167982
榝,1,1,51887577
榟,1,1,298049241
榢,1,1,212075951
榧,3,4,327139749
榨,102,157,166300166
榫,3,3,339867991
榭,291,407,2833955
榮,9,11,225089972
榱,2,2,32727523
榴,77,108,147056783
榷,104,123,378585974
榹,1,1,35004597
榻,21,25,364302795
榼,1,1,149570890
榾,1,1,194580819
槁,3,3,59943560
槂,2,3,257084805
槃,4,4,293030117
槄,1,1,128528349
槆,2,4,263234001
槈,10,13,113135902
槉,2,2,56133695
槊,1,1,276602440
構,90,150,293999343
槌,10,13,125363571
槎,12,17,267050900
槏,2,4,302853976
槐,158,168,92533687
槑,2,2,73053737
槒,1,1,252260229
槔,1,1,93962291
槕,1,1,71169856
槖,2,2,245650705
槗,18,103,320203718
様,96,276,108916780
槙,1,1,82446797
槚,4,5,235690998
槛,373,441,311329335
槜,1,1,105611022
槝,1,1,85658671
槟,204,307,310598282
槡,18,21,28221019
槢,1,1,199140882
槣,1,1,374296756
槥,1,1,32705264
槦,2,2,201099092
槪,6,7,193617933
槭,5,5,39093977
槮,1,1,185607236
槱,1,1,25414043
槲,5,5,219452477
槳,3,3,323991204
槸,6,6,171371250
槺,1,1,222809395
槻,2,2,348146617
槽,5011,5521,10251039
槿,12,13,333080975
樁,1,1,253638805
樂,12,17,80242894
樃,1,1,89373644
樅,2,2,242868855
樆,1,1,67166094
樊,728,884,81433385
樋,1,1,110669704
樍,1,1,242002798
樑,4,4,259951934
樓,14,20,135718475
樖,1,1,63970662
樗,3,3,129294265
樘,11,69,297175077
標,63,147,274288710
樚,3,3,51312424
樞,1,1,50629305
樟,246,368,119207208
樠,1,1,326654259
模,202905,894202,216333839
樣,17,23,176500378
樦,2,4,19928504
樧,1,1,176695029
樨,26,30,342420743
権,21,33,225691327
横,4168,5610,4113128
樬,1,1,340625828
樭,1,1,226933444
樯,4,4,166453275
樱,497,743,196958212
樵,43,47,207128461
樷,1,1,140202122
樸,2,5,351810474
樹,3,4,194576409
樺,7,9,46409160
樻,3,3,148651730
樽,59,83,184304569
樾,38,66,34891011
橀,1,1,281001614
橁,1,1,263233322
橄,82330,82502,291321063
橇,10,20,136606797
橈,9,10,302869556
橊,1,1,47770249
橋,7,7,125364424
橐,1,1,320923521
橓,1,1,95356576
橔,1,1,317501182
橘,182,249,309420465
橙,535,809,235737906
橚,1,1,84592686
橛,5,9,105438764
機,233,1490,108913611
橡,1604,2739,199704142
橥,2,2,199140320
橧,2,2,146831311
橨,1,1,363025832
橫,2,2,157031138
橬,1,1,355087772
橮,1,1,42044851
橱,858,1531,210720485
橲,1,1,14721477
橹,14,17,232006891
橼,14,14,345753494
檀,200,261,339868255
檃,1,1,166300080
檆,1,1,2835969
檋,1,1,176966628
檎,2,2,22185906
檐,212,342,364303284
檑,3,3,185447459
檓,1,1,159610576
檔,21,24,352515691
檕,1,1,194579249
檖,1,1,46434740
檗,1,1,149581427
檚,1,3,33119426
檛,1,1,139444949
檞,1,1,27609454
檠,9,14,306314513
檢,35,67,86667500
檣,1,1,103883888
檤,1,1,313844078
檧,1,1,110272172
檩,26,32,245530228
檪,1,1,68457117
檫,11,11,101440809
檬,105,143,317016154
檭,4,8,253682030
檯,3,3,90057671
檰,1,1,302042035
檱,1,3,269370770
檳,1,1,119318431
檴,17,101,298049285
檵,39,233,276594366
檷,8,65,119163319
檹,4,12,261163139
檺,35,137,63725528
檽,4,30,259809206
櫀,34,218,354063694
櫂,1,1,41930604
櫃,34,151,154010411
櫄,44,181,361455728
櫅,18,50,186235801
櫆,16,44,38436308
櫇,22,90,155029639
櫈,16,46,374523581
櫋,1,1,146918252
櫍,1,1,200658185
櫎,3,3,32709047
櫏,2,2,142411570
櫐,2,2,347226705
櫒,13,13,2815087
櫓,4,5,171790166
櫔,1,1,334022729
櫕,2,2,232007211
櫖,2,2,9959294
櫗,1,1,163852244
櫘,3,3,324952542
櫙,1,1,219636997
櫝,1,1,210073429
櫟,2,5,182478910
櫠,2,2,294004700
櫡,1,1,277162262
櫥,2,2,267050698
櫭,8,11,263234040
櫰,20,56,311346582
櫱,17,64,235691263
櫲,14,39,82443606
櫳,19,44,108916600
櫴,17,57,309745096
櫵,19,46,236869302
櫶,25,71,86101953
櫷,9,27,105611127
櫸,22,62,317421961
櫹,10,34,251823014
櫾,2,2,71169635
欀,1,1,275082587
欁,1,1,297175071
欃,1,1,51600460
欄,4,12,269370480
欈,1,1,259952065
欉,1,1,288325306
權,17,25,135543448
欎,2,2,129330472
欏,7,7,63970624
欒,10,11,110775918
欔,1,1,242002859
欗,2,2,87402454
欠,1843,2552,194566947
次,63995,122428,352215836
欢,36051,55137,148651762
欣,3653,4624,46391837
欤,1,2,184305208
欧,11909,20148,34891446
欫,1,1,27662243
欭,1,1,367531182
欲,3962,4204,170746315
欷,8,10,8675579
欺,556,1039,176497356
欼,1,1,212058213
款,52337,141301,176722560
欿,2,2,19928486
歂,1,1,105438757
歆,100,115,108914696
歇,253,455,82427052
歉,127,137,320922688
歊,1,1,94665657
歌,12852,19310,252312594
歍,1,1,317501279
歎,1,1,92761539
歐,10,10,267253137
歙,27,46,281001621
歛,1,1,65519885
歟,1,1,59052218
歡,8,9,333043600
止,8928,11901,163808985
正,125826,192634,9367666
此,38153,71142,221571728
步,47987,80160,345530593
武,23146,51552,171177758
歧,483,541,1448889
歩,3,7,330922539
歪,69,107,182679741
歯,1,1,27190423
歲,3,3,156989834
歳,7,8,40533557
歴,171,496,193750617
歷,13,15,42044766
歸,6,6,199712241
歹,2,2,372677968
死,1506,1998,32630139
歼,25,38,199140136
歿,1,1,28005609
殄,1,1,196950284
殆,36,36,146934307
殇,22,47,27632541
殊,10999,13879,159612409
残,1583,2522,34973871
殐,24,43,212066150
殑,66,341,329709049
殓,1,1,20954329
殔,2,4,218230926
殕,8,14,327139850
殖,844,1805,176669470
殗,45,341,22184914
殘,13,52,226930592
殙,32,57,339868030
殚,4,4,166132882
殛,1,1,8372433
殜,1,1,225089294
殝,12,23,340793181
殞,45,168,170492844
殟,46,522,2835681
殡,20,21,286970537
殢,35,100,128753912
殤,47,717,259808814
殥,46,177,287354014
殦,29,93,133909038
殧,3,3,60854658
殨,1,1,269370793
殩,5,59,302041674
殫,2,3,51115335
殬,20,40,276594269
殭,13,39,298049361
殮,24,53,119163374
殯,24,65,51878250
殰,23,77,245530120
殱,22,53,322157145
殲,45,360,101440880
殳,1,1,68457079
殴,51,91,253682055
段,41383,84125,316826592
殶,2,2,90057643
殷,564,655,80769817
殸,8,8,241139408
殺,1,1,103884089
殻,6,20,86667166
殼,2,2,232995480
殽,1,1,313844064
殾,1,1,110272165
殿,233,290,81039309
毁,523,670,324953411
毂,152,314,174466090
毅,4489,4971,329868025
毈,4,7,222809015
毉,1,1,347226718
毋,38,53,2814873
毌,1,1,232007440
母,4919,7301,333999007
毎,21,48,163852101
每,64043,138104,9961440
毐,1,1,199140911
毒,16626,19444,146835544
毓,107,131,28220306
比,54767,98893,200406292
毕,41731,58200,372767204
毖,5,5,142411604
毗,243,288,32707690
毙,15,18,354063596
毚,3,4,154010391
毛,13033,16364,41930612
毜,2,2,186235500
毞,1,1,155099335
毟,1,1,38411672
毡,32,37,317398516
毦,3,9,93960801
毩,45,518,311346349
毪,5,5,108916567
毫,546,671,82443680
毬,3,55,236869224
毭,36,119,309759021
毮,29,84,105614147
毯,335,505,85658678
毱,12,22,293030056
毲,24,96,137678733
毳,6,6,59943581
毴,15,38,263234088
毶,17,60,128528158
毷,16,53,65682675
毸,17,61,277162181
毺,21,50,112879050
毻,36,134,56133349
毼,17,42,267050792
毽,80,91,302852469
毾,20,71,125363637
氀,43,289,130674546
氁,17,102,63121862
氅,2,2,61739871
氆,1,1,258288689
氇,4,4,288934404
氈,1,1,120576947
氉,3,4,50398533
氌,1,1,118265289
氏,2791,4448,300056380
氐,12,14,98686636
民,133825,270343,69339087
氒,1,1,242811081
氓,20,24,323111986
气,47826,97813,90249477
氖,10,10,253910846
気,31,35,315519923
氘,3,9,103021617
氙,19,25,87981809
氛,5912,7021,306850374
氜,1,1,110843581
氝,21,49,80828908
氟,246,514,313181303
氠,1,1,139248940
氡,16,18,33585558
氢,390,744,203548751
氣,8,12,367579575
氤,4,4,147796223
氦,40,52,197276063
氧,1528,3171,378099589
氨,678,1440,159314379
氩,753,803,35795265
氪,70,99,184303589
氫,2,3,367045404
氬,15,16,150888118
氭,14,26,45897296
氮,385,650,196311637
氯,376,929,349975421
氰,123,193,178069879
氱,21,22,19255845
氲,11,13,214065012
氳,2,2,328982459
水,60186,149155,176174478
氶,2,2,216330256
永,11635,16867,166510154
氹,1,1,6710829
汀,421,578,90757537
汁,600,888,75162301
求,221837,594105,250388910
汃,1,1,318167007
汇,67658,140458,319468329
汉,25554,56050,82957216
汊,17,21,233957876
汎,4,6,238500548
汐,59,70,139025310
汑,1,1,58055117
汓,1,1,291207082
汕,1450,2625,66508454
汖,2,2,262575732
汗,680,840,283615829
汘,1,1,115406838
汚,2,2,279324618
汛,247,454,293035633
汜,1,1,124223322
汝,226,273,49737981
汞,31,57,264286551
江,57120,125656,305300772
池,6064,12327,175314647
污,2620,6652,23415600
汤,1440,1927,179875021
汥,2,2,16466083
汨,15,22,174449714
汩,8,12,1305425
汪,1153,1363,224450677
汰,1197,1425,145015543
汱,1,1,29469556
汲,459,510,197634889
汴,14,29,142890678
汵,1,1,32506498
汶,446,603,203527960
汷,2,2,372470232
汹,11,14,43522515
決,92,154,190193709
